Name,Realm,Level,Class,Race,Rank,AQ,AP,Alt?,Main,iLvl,Last Login,Raider.io,Armory,Logs
Tweara,moonglade,83,Shaman,Earthen,Active Moon,2502.0,21300.0,True,Caelenne,157,2026-03-15 19:57:41,https://raider.io/characters/eu/moonglade/tweara,https://worldofwarcraft.blizzard.com/en-gb/character/eu/moonglade/tweara,https://www.warcraftlogs.com/character/eu/moonglade/tweara
Monkswool,saurfang,80,Monk,Pandaren,Half Moon,2905.0,24390.0,False,Monkswool,127,2026-02-28 11:53:17,https://raider.io/characters/eu/saurfang/monkswool,https://worldofwarcraft.blizzard.com/en-gb/character/eu/saurfang/monkswool,https://www.warcraftlogs.com/character/eu/saurfang/monkswool
Cheinna,argent-dawn,85,Paladin,Blood Elf,Waxing Moon,3356.0,28120.0,True,Elspeth,148,2026-03-15 03:19:13,https://raider.io/characters/eu/argent-dawn/cheinna,https://worldofwarcraft.blizzard.com/en-gb/character/eu/argent-dawn/cheinna,https://www.warcraftlogs.com/character/eu/argent-dawn/cheinna
Cannabissaa,terokkar,80,Hunter,Dark Iron Dwarf,Officer Alt,2569.0,22840.0,True,Dutchmenn,92,2026-03-01 15:46:47,https://raider.io/characters/eu/terokkar/cannabissaa,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/cannabissaa,https://www.warcraftlogs.com/character/eu/terokkar/cannabissaa
Sellania,moonglade,90,Monk,Night Elf,Waxing Moon,2491.0,21225.0,True,Caelenne,242,2026-03-12 18:56:02,https://raider.io/characters/eu/moonglade/sellania,https://worldofwarcraft.blizzard.com/en-gb/character/eu/moonglade/sellania,https://www.warcraftlogs.com/character/eu/moonglade/sellania
Summermoon,bloodfeather,80,Demon Hunter,Night Elf,Full Moon,669.0,5975.0,True,Aztella,113,2026-03-07 22:29:13,https://raider.io/characters/eu/bloodfeather/summermoon,https://worldofwarcraft.blizzard.com/en-gb/character/eu/bloodfeather/summermoon,https://www.warcraftlogs.com/character/eu/bloodfeather/summermoon
Högervänster,shattered-hand,55,Rogue,Dark Iron Dwarf,New Moon,1547.0,13925.0,False,Högervänster,39,2026-02-25 21:56:23,https://raider.io/characters/eu/shattered-hand/högervänster,https://worldofwarcraft.blizzard.com/en-gb/character/eu/shattered-hand/högervänster,https://www.warcraftlogs.com/character/eu/shattered-hand/högervänster
Kirkdog,terokkar,88,Priest,Void Elf,Full Moon,1308.0,11475.0,True,Kirkmeister,162,2026-03-16 08:46:03,https://raider.io/characters/eu/terokkar/kirkdog,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/kirkdog,https://www.warcraftlogs.com/character/eu/terokkar/kirkdog
Jägerbomb,terokkar,83,Hunter,Dwarf,Vice Guild Master,2861.0,24600.0,True,Shíftii,169,2026-03-15 19:53:56,https://raider.io/characters/eu/terokkar/jägerbomb,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/jägerbomb,https://www.warcraftlogs.com/character/eu/terokkar/jägerbomb
Fanatheil,saurfang,90,Paladin,Human,Full Moon,2872.0,24865.0,True,Lightstalker,232,2026-03-14 12:46:18,https://raider.io/characters/eu/saurfang/fanatheil,https://worldofwarcraft.blizzard.com/en-gb/character/eu/saurfang/fanatheil,https://www.warcraftlogs.com/character/eu/saurfang/fanatheil
Tharwar,saurfang,80,Warrior,Human,Full Moon,3563.0,28480.0,True,Tinystab,144,2026-02-22 13:07:46,https://raider.io/characters/eu/saurfang/tharwar,https://worldofwarcraft.blizzard.com/en-gb/character/eu/saurfang/tharwar,https://www.warcraftlogs.com/character/eu/saurfang/tharwar
Mw,darkspear,80,Monk,Night Elf,Officer Alt,2666.0,21285.0,False,Mw,112,2026-02-14 21:02:34,https://raider.io/characters/eu/darkspear/mw,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/mw,https://www.warcraftlogs.com/character/eu/darkspear/mw
Arlyn,terokkar,80,Mage,Worgen,Guild Officer,2053.0,17795.0,True,Iddybiddy,95,2026-03-04 09:35:50,https://raider.io/characters/eu/terokkar/arlyn,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/arlyn,https://www.warcraftlogs.com/character/eu/terokkar/arlyn
Doombar,terokkar,80,Warlock,Dwarf,Officer Alt,2758.0,23780.0,True,Shíftii,153,2026-02-25 11:07:19,https://raider.io/characters/eu/terokkar/doombar,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/doombar,https://www.warcraftlogs.com/character/eu/terokkar/doombar
Shädo,darkspear,76,Hunter,Kul Tiran,Full Moon,1465.0,12565.0,False,Shädo,74,2026-03-07 15:58:40,https://raider.io/characters/eu/darkspear/shädo,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/shädo,https://www.warcraftlogs.com/character/eu/darkspear/shädo
Wackle,moonglade,80,Warrior,Orc,Half Moon,1517.0,13050.0,True,Luckle,143,2026-02-22 16:13:16,https://raider.io/characters/eu/moonglade/wackle,https://worldofwarcraft.blizzard.com/en-gb/character/eu/moonglade/wackle,https://www.warcraftlogs.com/character/eu/moonglade/wackle
Zérolove,saurfang,90,Paladin,Lightforged Draenei,Full Moon,1385.0,12350.0,True,Talisa,217,2026-03-15 18:14:23,https://raider.io/characters/eu/saurfang/zérolove,https://worldofwarcraft.blizzard.com/en-gb/character/eu/saurfang/zérolove,https://www.warcraftlogs.com/character/eu/saurfang/zérolove
Danksvensson,executus,90,Shaman,Dwarf,Waxing Moon,2293.0,19705.0,False,Danksvensson,239,2026-03-15 18:45:25,https://raider.io/characters/eu/executus/danksvensson,https://worldofwarcraft.blizzard.com/en-gb/character/eu/executus/danksvensson,https://www.warcraftlogs.com/character/eu/executus/danksvensson
Apolo,korgall,80,Hunter,Night Elf,Full Moon,1504.0,12050.0,False,Apolo,606,2026-01-06 11:49:52,https://raider.io/characters/eu/korgall/apolo,https://worldofwarcraft.blizzard.com/en-gb/character/eu/korgall/apolo,https://www.warcraftlogs.com/character/eu/korgall/apolo
Myná,darkspear,80,Shaman,Draenei,Active Moon,1442.0,12475.0,True,Myna,609,2025-12-04 10:35:51,https://raider.io/characters/eu/darkspear/myná,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/myná,https://www.warcraftlogs.com/character/eu/darkspear/myná
Otodlyadida,terokkar,80,Druid,Night Elf,Full Moon,810.0,6165.0,False,Otodlyadida,130,2026-01-22 13:33:34,https://raider.io/characters/eu/terokkar/otodlyadida,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/otodlyadida,https://www.warcraftlogs.com/character/eu/terokkar/otodlyadida
Amhere,saurfang,80,Paladin,Lightforged Draenei,Half Moon,1652.0,13920.0,True,Magefist,130,2026-03-01 19:59:16,https://raider.io/characters/eu/saurfang/amhere,https://worldofwarcraft.blizzard.com/en-gb/character/eu/saurfang/amhere,https://www.warcraftlogs.com/character/eu/saurfang/amhere
Krenling,darkspear,80,Monk,Pandaren,Full Moon,3476.0,30265.0,True,Peetsj,75,2026-02-26 21:35:29,https://raider.io/characters/eu/darkspear/krenling,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/krenling,https://www.warcraftlogs.com/character/eu/darkspear/krenling
Elysio,shattered-hand,71,Priest,Night Elf,New Moon,2747.0,22470.0,False,Elysio,424,2025-12-21 00:01:16,https://raider.io/characters/eu/shattered-hand/elysio,https://worldofwarcraft.blizzard.com/en-gb/character/eu/shattered-hand/elysio,https://www.warcraftlogs.com/character/eu/shattered-hand/elysio
Muschízerstö,darkspear,80,Warlock,Human,Half Moon,1218.0,9475.0,False,Muschízerstö,134,2026-03-13 23:08:46,https://raider.io/characters/eu/darkspear/muschízerstö,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/muschízerstö,https://www.warcraftlogs.com/character/eu/darkspear/muschízerstö
Shadowfalen,doomhammer,81,Mage,Night Elf,Full Moon,217.0,2020.0,False,Shadowfalen,122,2026-03-15 19:18:21,https://raider.io/characters/eu/doomhammer/shadowfalen,https://worldofwarcraft.blizzard.com/en-gb/character/eu/doomhammer/shadowfalen,https://www.warcraftlogs.com/character/eu/doomhammer/shadowfalen
Truaim,shattered-hand,80,Hunter,Human,Full Moon,2871.0,24670.0,False,Truaim,673,2025-12-05 07:32:38,https://raider.io/characters/eu/shattered-hand/truaim,https://worldofwarcraft.blizzard.com/en-gb/character/eu/shattered-hand/truaim,https://www.warcraftlogs.com/character/eu/shattered-hand/truaim
Jordskred,shattered-hand,80,Shaman,Dark Iron Dwarf,Waxing Moon,1072.0,10210.0,False,Jordskred,684,2025-12-25 15:09:09,https://raider.io/characters/eu/shattered-hand/jordskred,https://worldofwarcraft.blizzard.com/en-gb/character/eu/shattered-hand/jordskred,https://www.warcraftlogs.com/character/eu/shattered-hand/jordskred
Janiebanwen,saurfang,70,Shaman,Dark Iron Dwarf,New Moon,1546.0,13660.0,False,Janiebanwen,474,2026-01-18 22:25:34,https://raider.io/characters/eu/saurfang/janiebanwen,https://worldofwarcraft.blizzard.com/en-gb/character/eu/saurfang/janiebanwen,https://www.warcraftlogs.com/character/eu/saurfang/janiebanwen
Grenadier,saurfang,80,Death Knight,Dark Iron Dwarf,Waxing Moon,1106.0,9345.0,False,Grenadier,87,2026-02-14 20:13:18,https://raider.io/characters/eu/saurfang/grenadier,https://worldofwarcraft.blizzard.com/en-gb/character/eu/saurfang/grenadier,https://www.warcraftlogs.com/character/eu/saurfang/grenadier
Eversor,terokkar,90,Demon Hunter,Night Elf,Full Moon,2853.0,24620.0,False,Eversor,205,2026-03-14 19:14:56,https://raider.io/characters/eu/terokkar/eversor,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/eversor,https://www.warcraftlogs.com/character/eu/terokkar/eversor
Lotusblossom,darkspear,80,Monk,Void Elf,Officer Alt,2821.0,24560.0,True,Nytingale,109,2026-02-28 13:37:34,https://raider.io/characters/eu/darkspear/lotusblossom,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/lotusblossom,https://www.warcraftlogs.com/character/eu/darkspear/lotusblossom
Thelamon,burning-steppes,71,Evoker,Dracthyr,New Moon,1064.0,9365.0,False,Thelamon,381,2026-01-07 22:01:23,https://raider.io/characters/eu/burning-steppes/thelamon,https://worldofwarcraft.blizzard.com/en-gb/character/eu/burning-steppes/thelamon,https://www.warcraftlogs.com/character/eu/burning-steppes/thelamon
Loftykonuk,turalyon,80,Hunter,Dwarf,Full Moon,,,False,Loftykonuk,757,2025-12-18 11:07:13,https://raider.io/characters/eu/turalyon/loftykonuk,https://worldofwarcraft.blizzard.com/en-gb/character/eu/turalyon/loftykonuk,https://www.warcraftlogs.com/character/eu/turalyon/loftykonuk
Discoveries,terokkar,80,Priest,Night Elf,Full Moon,2451.0,22470.0,True,Jamie,88,2026-02-08 14:03:28,https://raider.io/characters/eu/terokkar/discoveries,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/discoveries,https://www.warcraftlogs.com/character/eu/terokkar/discoveries
Zajmon,saurfang,80,Warlock,Void Elf,Waxing Moon,2064.0,16000.0,True,Zajmoon,108,2026-03-14 10:08:13,https://raider.io/characters/eu/saurfang/zajmon,https://worldofwarcraft.blizzard.com/en-gb/character/eu/saurfang/zajmon,https://www.warcraftlogs.com/character/eu/saurfang/zajmon
Vairozpr,shattered-hand,80,Priest,Night Elf,Half Moon,2036.0,16665.0,False,Vairozpr,128,2026-03-16 13:33:42,https://raider.io/characters/eu/shattered-hand/vairozpr,https://worldofwarcraft.blizzard.com/en-gb/character/eu/shattered-hand/vairozpr,https://www.warcraftlogs.com/character/eu/shattered-hand/vairozpr
Earthadin,haomarush,80,Paladin,Earthen,Half Moon,5143.0,41530.0,False,Earthadin,108,2026-02-01 17:54:08,https://raider.io/characters/eu/haomarush/earthadin,https://worldofwarcraft.blizzard.com/en-gb/character/eu/haomarush/earthadin,https://www.warcraftlogs.com/character/eu/haomarush/earthadin
Remara,darkspear,83,Druid,Kul Tiran,Full Moon,2571.0,22440.0,True,Kaidence,146,2026-03-15 18:52:06,https://raider.io/characters/eu/darkspear/remara,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/remara,https://www.warcraftlogs.com/character/eu/darkspear/remara
Lighthoff,shattered-hand,80,Paladin,Tauren,Half Moon,2805.0,24540.0,True,Aradeni,140,2026-03-15 15:07:31,https://raider.io/characters/eu/shattered-hand/lighthoff,https://worldofwarcraft.blizzard.com/en-gb/character/eu/shattered-hand/lighthoff,https://www.warcraftlogs.com/character/eu/shattered-hand/lighthoff
Xinthya,burning-steppes,71,Priest,Void Elf,New Moon,3560.0,28630.0,True,Hanana,47,2026-02-25 20:47:09,https://raider.io/characters/eu/burning-steppes/xinthya,https://worldofwarcraft.blizzard.com/en-gb/character/eu/burning-steppes/xinthya,https://www.warcraftlogs.com/character/eu/burning-steppes/xinthya
Yueigami,bloodfeather,80,Druid,Night Elf,Waxing Moon,2398.0,18905.0,False,Yueigami,118,2026-03-10 19:40:18,https://raider.io/characters/eu/bloodfeather/yueigami,https://worldofwarcraft.blizzard.com/en-gb/character/eu/bloodfeather/yueigami,https://www.warcraftlogs.com/character/eu/bloodfeather/yueigami
Arthaniss,darkspear,80,Warrior,Night Elf,Full Moon,1110.0,7780.0,False,Arthaniss,89,2026-03-10 09:25:15,https://raider.io/characters/eu/darkspear/arthaniss,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/arthaniss,https://www.warcraftlogs.com/character/eu/darkspear/arthaniss
Avan,darkspear,80,Paladin,Human,Full Moon,1758.0,15420.0,True,Tremac,601,2025-11-29 20:09:33,https://raider.io/characters/eu/darkspear/avan,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/avan,https://www.warcraftlogs.com/character/eu/darkspear/avan
Walterwhite,terokkar,80,Rogue,Night Elf,Full Moon,2977.0,25555.0,False,Walterwhite,116,2026-03-15 15:56:42,https://raider.io/characters/eu/terokkar/walterwhite,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/walterwhite,https://www.warcraftlogs.com/character/eu/terokkar/walterwhite
Chieara,darkspear,70,Druid,Worgen,New Moon,996.0,9210.0,False,Chieara,84,2026-03-03 00:18:23,https://raider.io/characters/eu/darkspear/chieara,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/chieara,https://www.warcraftlogs.com/character/eu/darkspear/chieara
Durinar,darkspear,80,Warrior,Dwarf,Full Moon,1757.0,15410.0,True,Tremac,622,2025-11-16 11:07:08,https://raider.io/characters/eu/darkspear/durinar,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/durinar,https://www.warcraftlogs.com/character/eu/darkspear/durinar
Précilla,shattered-hand,80,Warlock,Void Elf,New Moon,2776.0,23415.0,False,Précilla,657,2025-12-06 15:02:11,https://raider.io/characters/eu/shattered-hand/précilla,https://worldofwarcraft.blizzard.com/en-gb/character/eu/shattered-hand/précilla,https://www.warcraftlogs.com/character/eu/shattered-hand/précilla
Callahan,saurfang,80,Paladin,Human,Full Moon,1617.0,13600.0,False,Callahan,112,2026-03-07 00:20:19,https://raider.io/characters/eu/saurfang/callahan,https://worldofwarcraft.blizzard.com/en-gb/character/eu/saurfang/callahan,https://www.warcraftlogs.com/character/eu/saurfang/callahan
Moonkeeper,saurfang,70,Demon Hunter,Blood Elf,New Moon,545.0,4900.0,False,Moonkeeper,425,2026-01-20 01:21:25,https://raider.io/characters/eu/saurfang/moonkeeper,https://worldofwarcraft.blizzard.com/en-gb/character/eu/saurfang/moonkeeper,https://www.warcraftlogs.com/character/eu/saurfang/moonkeeper
Alise,saurfang,90,Priest,Blood Elf,Full Moon,3347.0,28060.0,True,Elspeth,193,2026-03-13 02:08:23,https://raider.io/characters/eu/saurfang/alise,https://worldofwarcraft.blizzard.com/en-gb/character/eu/saurfang/alise,https://www.warcraftlogs.com/character/eu/saurfang/alise
Michael,terokkar,80,Mage,Human,Active Moon,2451.0,22450.0,True,Jamie,116,2026-02-14 16:03:50,https://raider.io/characters/eu/terokkar/michael,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/michael,https://www.warcraftlogs.com/character/eu/terokkar/michael
Nessara,saurfang,90,Mage,Blood Elf,Full Moon,3356.0,28120.0,True,Elspeth,231,2026-03-14 21:42:55,https://raider.io/characters/eu/saurfang/nessara,https://worldofwarcraft.blizzard.com/en-gb/character/eu/saurfang/nessara,https://www.warcraftlogs.com/character/eu/saurfang/nessara
Tialli,terokkar,85,Hunter,Draenei,Full Moon,1353.0,11415.0,False,Tialli,151,2026-03-14 19:20:46,https://raider.io/characters/eu/terokkar/tialli,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/tialli,https://www.warcraftlogs.com/character/eu/terokkar/tialli
Sarcophagus,terokkar,80,Death Knight,Worgen,Full Moon,2972.0,24425.0,False,Sarcophagus,154,2026-02-25 07:32:10,https://raider.io/characters/eu/terokkar/sarcophagus,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/sarcophagus,https://www.warcraftlogs.com/character/eu/terokkar/sarcophagus
Thyma,saurfang,80,Warlock,Blood Elf,Half Moon,3356.0,28120.0,True,Elspeth,118,2026-03-15 06:10:53,https://raider.io/characters/eu/saurfang/thyma,https://worldofwarcraft.blizzard.com/en-gb/character/eu/saurfang/thyma,https://www.warcraftlogs.com/character/eu/saurfang/thyma
Dralon,terokkar,90,Death Knight,Lightforged Draenei,Full Moon,4566.0,39370.0,False,Dralon,209,2026-03-16 13:14:44,https://raider.io/characters/eu/terokkar/dralon,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/dralon,https://www.warcraftlogs.com/character/eu/terokkar/dralon
Mezzino,saurfang,80,Hunter,Pandaren,Full Moon,4491.0,36960.0,False,Mezzino,91,2026-02-21 00:33:15,https://raider.io/characters/eu/saurfang/mezzino,https://worldofwarcraft.blizzard.com/en-gb/character/eu/saurfang/mezzino,https://www.warcraftlogs.com/character/eu/saurfang/mezzino
Mechafrodo,darkspear,80,Mage,Mechagnome,Active Moon,2346.0,18770.0,False,Mechafrodo,111,2026-02-12 21:03:58,https://raider.io/characters/eu/darkspear/mechafrodo,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/mechafrodo,https://www.warcraftlogs.com/character/eu/darkspear/mechafrodo
Mini,darkspear,80,Monk,Gnome,Active Moon,2451.0,22470.0,True,Jamie,99,2026-02-08 14:18:08,https://raider.io/characters/eu/darkspear/mini,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/mini,https://www.warcraftlogs.com/character/eu/darkspear/mini
Marianneje,shattered-hand,90,Mage,Human,Full Moon,3450.0,30850.0,False,Marianneje,222,2026-03-15 23:50:52,https://raider.io/characters/eu/shattered-hand/marianneje,https://worldofwarcraft.blizzard.com/en-gb/character/eu/shattered-hand/marianneje,https://www.warcraftlogs.com/character/eu/shattered-hand/marianneje
Esthar,terokkar,80,Hunter,Void Elf,Half Moon,2161.0,18500.0,True,Sofy,89,2026-02-21 23:38:45,https://raider.io/characters/eu/terokkar/esthar,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/esthar,https://www.warcraftlogs.com/character/eu/terokkar/esthar
Zarise,darkspear,80,Monk,Lightforged Draenei,Full Moon,2815.0,22980.0,False,Zarise,672,2026-01-05 10:52:04,https://raider.io/characters/eu/darkspear/zarise,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/zarise,https://www.warcraftlogs.com/character/eu/darkspear/zarise
Andromache,burning-steppes,80,Death Knight,Night Elf,Half Moon,3417.0,30435.0,False,Andromache,92,2026-02-17 19:10:28,https://raider.io/characters/eu/burning-steppes/andromache,https://worldofwarcraft.blizzard.com/en-gb/character/eu/burning-steppes/andromache,https://www.warcraftlogs.com/character/eu/burning-steppes/andromache
Fjutten,saurfang,83,Druid,Night Elf,Full Moon,1707.0,14330.0,True,Magefist,132,2026-03-15 14:17:40,https://raider.io/characters/eu/saurfang/fjutten,https://worldofwarcraft.blizzard.com/en-gb/character/eu/saurfang/fjutten,https://www.warcraftlogs.com/character/eu/saurfang/fjutten
Avgdmonnjoyr,saurfang,90,Warlock,Undead,Officer Alt,2400.0,19955.0,True,Twiztednipz,232,2026-03-15 01:43:06,https://raider.io/characters/eu/saurfang/avgdmonnjoyr,https://worldofwarcraft.blizzard.com/en-gb/character/eu/saurfang/avgdmonnjoyr,https://www.warcraftlogs.com/character/eu/saurfang/avgdmonnjoyr
Adjudicator,terokkar,80,Priest,Nightborne,Active Moon,2615.0,20320.0,True,Theblueguy,164,2026-02-27 01:06:32,https://raider.io/characters/eu/terokkar/adjudicator,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/adjudicator,https://www.warcraftlogs.com/character/eu/terokkar/adjudicator
Zenah,darkspear,87,Priest,Void Elf,Waxing Moon,1982.0,16180.0,True,Daealla,166,2026-03-15 11:43:13,https://raider.io/characters/eu/darkspear/zenah,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/zenah,https://www.warcraftlogs.com/character/eu/darkspear/zenah
Mikane,burning-legion,80,Priest,Human,New Moon,2382.0,19200.0,True,Kremonn,121,2026-02-13 00:06:22,https://raider.io/characters/eu/burning-legion/mikane,https://worldofwarcraft.blizzard.com/en-gb/character/eu/burning-legion/mikane,https://www.warcraftlogs.com/character/eu/burning-legion/mikane
Thebeastess,darkspear,80,Rogue,Dwarf,Waxing Moon,2000.0,17460.0,True,Zarramon,116,2026-03-12 20:01:20,https://raider.io/characters/eu/darkspear/thebeastess,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/thebeastess,https://www.warcraftlogs.com/character/eu/darkspear/thebeastess
Dio,saurfang,71,Death Knight,Kul Tiran,New Moon,3039.0,24060.0,False,Dio,465,2025-12-19 01:55:58,https://raider.io/characters/eu/saurfang/dio,https://worldofwarcraft.blizzard.com/en-gb/character/eu/saurfang/dio,https://www.warcraftlogs.com/character/eu/saurfang/dio
Huntina,darkspear,80,Hunter,Human,Half Moon,4395.0,35690.0,True,Velthelda,89,2026-02-21 17:49:51,https://raider.io/characters/eu/darkspear/huntina,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/huntina,https://www.warcraftlogs.com/character/eu/darkspear/huntina
Totemiina,darkspear,80,Shaman,Dwarf,Half Moon,4395.0,35690.0,True,Velthelda,93,2026-02-21 18:03:16,https://raider.io/characters/eu/darkspear/totemiina,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/totemiina,https://www.warcraftlogs.com/character/eu/darkspear/totemiina
Tomchuk,korgall,80,Warlock,Human,New Moon,2480.0,20965.0,False,Tomchuk,100,2026-03-05 06:37:22,https://raider.io/characters/eu/korgall/tomchuk,https://worldofwarcraft.blizzard.com/en-gb/character/eu/korgall/tomchuk,https://www.warcraftlogs.com/character/eu/korgall/tomchuk
Loomkin,terokkar,80,Druid,Night Elf,Officer Alt,2516.0,21935.0,True,Darq,112,2026-03-10 11:12:36,https://raider.io/characters/eu/terokkar/loomkin,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/loomkin,https://www.warcraftlogs.com/character/eu/terokkar/loomkin
Stryike,saurfang,80,Hunter,Human,Waxing Moon,1436.0,11940.0,True,Illawrath,145,2026-02-04 22:25:14,https://raider.io/characters/eu/saurfang/stryike,https://worldofwarcraft.blizzard.com/en-gb/character/eu/saurfang/stryike,https://www.warcraftlogs.com/character/eu/saurfang/stryike
Valkia,terokkar,80,Death Knight,Human,Waxing Moon,1108.0,8555.0,False,Valkia,140,2026-02-27 06:19:18,https://raider.io/characters/eu/terokkar/valkia,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/valkia,https://www.warcraftlogs.com/character/eu/terokkar/valkia
Sleeptoken,saurfang,80,Death Knight,Lightforged Draenei,Waxing Moon,3710.0,29315.0,False,Sleeptoken,119,2026-02-24 19:07:37,https://raider.io/characters/eu/saurfang/sleeptoken,https://worldofwarcraft.blizzard.com/en-gb/character/eu/saurfang/sleeptoken,https://www.warcraftlogs.com/character/eu/saurfang/sleeptoken
Ståldk,shattered-hand,80,Death Knight,Human,Full Moon,2017.0,17410.0,False,Ståldk,124,2026-02-08 21:22:19,https://raider.io/characters/eu/shattered-hand/ståldk,https://worldofwarcraft.blizzard.com/en-gb/character/eu/shattered-hand/ståldk,https://www.warcraftlogs.com/character/eu/shattered-hand/ståldk
Halley,terokkar,55,Mage,Nightborne,New Moon,2349.0,20130.0,True,Wîcca,244,2026-01-17 13:19:54,https://raider.io/characters/eu/terokkar/halley,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/halley,https://www.warcraftlogs.com/character/eu/terokkar/halley
Sophty,terokkar,80,Druid,Night Elf,Full Moon,2451.0,22470.0,True,Jamie,92,2026-02-08 14:06:34,https://raider.io/characters/eu/terokkar/sophty,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/sophty,https://www.warcraftlogs.com/character/eu/terokkar/sophty
Vorai,terokkar,80,Priest,Void Elf,Full Moon,3057.0,24250.0,False,Vorai,140,2026-02-28 20:47:10,https://raider.io/characters/eu/terokkar/vorai,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/vorai,https://www.warcraftlogs.com/character/eu/terokkar/vorai
Littleholy,skullcrusher,80,Paladin,Dwarf,New Moon,264.0,2325.0,False,Littleholy,76,2026-03-15 18:46:24,https://raider.io/characters/eu/skullcrusher/littleholy,https://worldofwarcraft.blizzard.com/en-gb/character/eu/skullcrusher/littleholy,https://www.warcraftlogs.com/character/eu/skullcrusher/littleholy
Evisham,argent-dawn,90,Shaman,Dwarf,Full Moon,2462.0,20045.0,True,Eviblaze,239,2026-03-15 16:08:23,https://raider.io/characters/eu/argent-dawn/evisham,https://worldofwarcraft.blizzard.com/en-gb/character/eu/argent-dawn/evisham,https://www.warcraftlogs.com/character/eu/argent-dawn/evisham
Tinkerbellz,saurfang,80,Mage,Gnome,Active Moon,3035.0,25420.0,True,Lorrax,135,2026-01-24 19:41:34,https://raider.io/characters/eu/saurfang/tinkerbellz,https://worldofwarcraft.blizzard.com/en-gb/character/eu/saurfang/tinkerbellz,https://www.warcraftlogs.com/character/eu/saurfang/tinkerbellz
Elderflower,terokkar,80,Paladin,Lightforged Draenei,Half Moon,2770.0,22350.0,False,Elderflower,126,2026-02-11 16:25:24,https://raider.io/characters/eu/terokkar/elderflower,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/elderflower,https://www.warcraftlogs.com/character/eu/terokkar/elderflower
Arrax,terokkar,80,Death Knight,Dark Iron Dwarf,Half Moon,2611.0,20330.0,True,Theblueguy,79,2026-01-21 15:56:33,https://raider.io/characters/eu/terokkar/arrax,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/arrax,https://www.warcraftlogs.com/character/eu/terokkar/arrax
Nimrod,terokkar,80,Hunter,Troll,New Moon,1998.0,17490.0,False,Nimrod,107,2026-02-25 09:23:01,https://raider.io/characters/eu/terokkar/nimrod,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/nimrod,https://www.warcraftlogs.com/character/eu/terokkar/nimrod
Ameili,saurfang,80,Druid,Night Elf,Half Moon,3259.0,27395.0,True,Elspeth,117,2026-01-29 08:17:01,https://raider.io/characters/eu/saurfang/ameili,https://worldofwarcraft.blizzard.com/en-gb/character/eu/saurfang/ameili,https://www.warcraftlogs.com/character/eu/saurfang/ameili
Dracthilya,terokkar,71,Evoker,Dracthyr,New Moon,1775.0,15410.0,False,Dracthilya,467,2025-10-19 22:58:21,https://raider.io/characters/eu/terokkar/dracthilya,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/dracthilya,https://www.warcraftlogs.com/character/eu/terokkar/dracthilya
